date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:19:47	1988/1988	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2030%20Nov%202024%2016:19:49%20GMT	https://banco.santander.cl/uploads/000/019/586/465c51c3-01ff-4d42-a03c-67e67246b3cc/original/str-travel-card_contrast.svg	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/019/586/465c51c3-01ff-4d42-a03c-67e67246b3cc/original/str-travel-card_contrast.svg	(from https://banco.santander.cl/personas/widget_manager/c48d044f-3bf2-4ee6-be98-7bd1666ea91e/93613be51538de8952fe29e1de2619281cf84f49c66162f995f93437dd390bfc.css)
13:19:47	3052/3052	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2030%20Nov%202024%2016:19:49%20GMT	https://banco.santander.cl/uploads/000/045/826/e6b0be35-9139-4888-9c8f-2f4c2ead2dca/original/str-travel-card_3_black.svg	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/045/826/e6b0be35-9139-4888-9c8f-2f4c2ead2dca/original/str-travel-card_3_black.svg	(from https://banco.santander.cl/personas/widget_manager/c48d044f-3bf2-4ee6-be98-7bd1666ea91e/93613be51538de8952fe29e1de2619281cf84f49c66162f995f93437dd390bfc.css)
13:19:47	4560/4560	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:49%20GMT	https://banco.santander.cl/uploads/000/017/489/864f547b-78cc-498e-91b8-41e23ca1e6da/original/bg-title.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/017/489/864f547b-78cc-498e-91b8-41e23ca1e6da/original/bg-title.png	(from https://banco.santander.cl/personas/widget_manager/11870ddc-8d25-4b1e-b784-c3605dd414d2/8dc5d92b00c1b1dcaec9834ecd974f23ca92cec94ee049159255d6c63298d704.css)
13:19:48	29190/29190	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:50%20GMT	https://banco.santander.cl/uploads/000/040/007/e1b68695-2c93-411f-be9b-5fcd955b64b5/original/bg-nuevo-destacados-home.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/040/007/e1b68695-2c93-411f-be9b-5fcd955b64b5/original/bg-nuevo-destacados-home.png	(from https://banco.santander.cl/personas/widget_manager/c01bfe85-7950-4316-88d8-8ee62dad0da8/dd22320e68eea9a3d3df16bf426122094f7a4b5dceff365eec47414cf9638d43.css)
13:19:48	2451/2451	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2030%20Nov%202024%2016:19:50%20GMT	https://banco.santander.cl/uploads/000/041/699/b9e4afac-1eb0-451c-9021-0107dc6fa758/original/crediagil.svg	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/041/699/b9e4afac-1eb0-451c-9021-0107dc6fa758/original/crediagil.svg	(from https://banco.santander.cl/personas/widget_manager/388209df-e610-4e33-8f27-7389a6b5d6bc/0dea844bd6d415d90f56e4f2f13ccb5e3be12e6ed2f2a9d5345cc5a12747d092.css)
13:19:48	90697/90697	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:50%20GMT	https://banco.santander.cl/uploads/000/016/280/5a20d46b-15d3-444c-9425-59df59231a90/original/bg-nuevo-destacados-home.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/016/280/5a20d46b-15d3-444c-9425-59df59231a90/original/bg-nuevo-destacados-home.png	(from https://banco.santander.cl/personas/widget_manager/9eb6ff51-6fba-4568-b2a0-a45c55f229f6/ca45c936591a2a80ef77ee6b0084818a52e33425adbef6507dcae170004e9625.css)
13:19:49	3322/3322	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2030%20Nov%202024%2016:19:50%20GMT	https://banco.santander.cl/uploads/000/019/871/17a5e915-d680-4bd2-9fcd-e94ee900e682/original/bg-acceso.svg	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/019/871/17a5e915-d680-4bd2-9fcd-e94ee900e682/original/bg-acceso.svg	(from https://banco.santander.cl/personas/widget_manager/50f91996-2cc0-4696-94ca-a04ad35a39a4/db5b47418540b7a606ca6b9dee7760d67488ffc0c336eab0aba4cb265d46df27.css)
13:19:49	34011/34011	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:51%20GMT	https://banco.santander.cl/uploads/000/008/939/0b02f246-f6f1-4934-808c-633e4f0e7d58/original/beneficios-bg.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/008/939/0b02f246-f6f1-4934-808c-633e4f0e7d58/original/beneficios-bg.png	(from https://banco.santander.cl/personas/widget_manager/34b0af4b-11c0-4457-8216-612b8a823c64/a71d45fd71ba57bf7289a6333a237472a126942f188149069961198d67e6511e.css)
13:19:49	795/795	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2030%20Nov%202024%2016:19:51%20GMT	https://banco.santander.cl/uploads/000/044/449/2c9d7997-a612-4229-8bdf-ca0b218fca6a/original/logo-home.svg	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/044/449/2c9d7997-a612-4229-8bdf-ca0b218fca6a/original/logo-home.svg	(from https://banco.santander.cl/personas/widget_manager/3f32fb08-ea77-4622-bb6a-946691cd8ee3/bd8781c2e84bdd3139a766b17c0da41c91743d5cc4f43e0a2eebc920f7484d08.css)
13:19:50	795/795	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2030%20Nov%202024%2016:19:51%20GMT	https://banco.santander.cl/uploads/000/044/450/50a88a2e-6f26-4b48-b976-55b0ae067a7c/original/logo-black.svg	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/044/450/50a88a2e-6f26-4b48-b976-55b0ae067a7c/original/logo-black.svg	(from https://banco.santander.cl/personas/widget_manager/3f32fb08-ea77-4622-bb6a-946691cd8ee3/bd8781c2e84bdd3139a766b17c0da41c91743d5cc4f43e0a2eebc920f7484d08.css)
13:19:50	870/870	---MC-	200	added ('OK')	text/javascript	date:Sat,%2030%20Nov%202024%2016:19:52%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/Shantander/www.google.com/recaptcha/api.js	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:50	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:19:52%20GMT	https://banco.santander.cl/vida	C:/My%20Web%20Sites/Shantander/banco.santander.cl/vida	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:50	85413/85413	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:52%20GMT	https://banco.santander.cl/uploads/000/042/219/84b0d651-832e-4657-90ab-99944df6867d/original/img-ilustracion-denuncia.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/042/219/84b0d651-832e-4657-90ab-99944df6867d/original/img-ilustracion-denuncia.png	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:50	101/101	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:19:52%20GMT	https://banco.santander.cl/personas/seguros/vida/version/	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/seguros/vida/version/index.html	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:50	24117/24117	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:53%20GMT	https://banco.santander.cl/uploads/000/019/517/c2007a82-dcde-46a5-a91a-8fa40139dd73/original/atencion-2.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/019/517/c2007a82-dcde-46a5-a91a-8fa40139dd73/original/atencion-2.png	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:51	36995/36995	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2030%20Nov%202024%2016:19:53%20GMT	https://banco.santander.cl/uploads/000/050/493/2ac53b7d-3d73-4e1d-94ce-711ca6cd696f/original/asesoria-agendada.svg	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/050/493/2ac53b7d-3d73-4e1d-94ce-711ca6cd696f/original/asesoria-agendada.svg	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:51	38110/38110	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2016:19:53%20GMT	https://banco.santander.cl/sucursales-santander/	C:/My%20Web%20Sites/Shantander/banco.santander.cl/sucursales-santander/index.html	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:51	40211/40211	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2016:19:53%20GMT	https://banco.santander.cl/personas/seguros	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/seguros.html	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:51	99646/99646	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:53%20GMT	https://banco.santander.cl/uploads/000/050/495/37d80c99-4b8d-4536-b630-fa8e8232d809/original/descubre-mas.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/050/495/37d80c99-4b8d-4536-b630-fa8e8232d809/original/descubre-mas.png	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:51	40244/40244	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2016:19:53%20GMT	https://banco.santander.cl/personas/planes?target=productos	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/planes095e.html	(from https://banco.santander.cl/personas/seguros/vida/detalles)
13:19:52	80784/80784	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2016:19:54%20GMT	https://banco.santander.cl/personas/seguros/automotriz/detalles?gbraid=0AAAAADL0MYVynAqN-MO9zxNtx0XMuVUS6&wbraid=ClQKCQiA6aW6BhCyARJDAOZacpbioigi8ZLnegHoPry3ObXJni__qSjXOmhryWOD78nO0PGMFgPFX-x-mKR883DnQfO_ws5Jy0vkhEQzNZLpfhoCnHA&wbraid=ClQKCQiA6aW6BhCyARJDAOZacpbioigi8ZLnegHoPry3ObXJni__qSjXOmhryWOD78nO0PGMFgPFX-x-mKR883DnQfO_ws5Jy0vkhEQzNZLpfhoCnHA	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/seguros/automotriz/detalles8304.html	(from https://banco.santander.cl/personas/seguros/automotriz/detalles)
13:19:52	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:19:54%20GMT	https://banco.santander.cl/automotriz	C:/My%20Web%20Sites/Shantander/banco.santander.cl/automotriz	(from https://banco.santander.cl/personas/seguros/automotriz/detalles)
13:19:52	101/101	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:19:54%20GMT	https://banco.santander.cl/personas/seguros/automotriz/version/	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/seguros/automotriz/version/index.html	(from https://banco.santander.cl/personas/seguros/automotriz/detalles)
13:19:53	224/224	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:19:54%20GMT	https://banco.santander.cl/personas/widget_manager/f6a62096-fdcc-4d3f-92b7-f7c4a2458923/959e310daae5d2cfb2d771057024fe226dd1aa1385e646c6c8b39edbd61f6c39.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/f6a62096-fdcc-4d3f-92b7-f7c4a2458923/959e310daae5d2cfb2d771057024fe226dd1aa1385e646c6c8b39edbd61f6c39.css	(from https://banco.santander.cl/personas/tarjetas)
13:19:53	1200/1200	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:19:55%20GMT	https://banco.santander.cl/personas/widget_manager/de3bf5cf-9da3-4046-aa01-212d5b2bbacb/0e8f4d11e6d2204f6808be2a85108ff49493d31fdf8196ee3ae9dc259008ede5.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/de3bf5cf-9da3-4046-aa01-212d5b2bbacb/0e8f4d11e6d2204f6808be2a85108ff49493d31fdf8196ee3ae9dc259008ede5.css	(from https://banco.santander.cl/personas/tarjetas)
13:19:53	101/101	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:19:55%20GMT	https://banco.santander.cl/personas/version/	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/version/index.html	(from https://banco.santander.cl/personas/tarjetas)
13:19:53	1221/1221	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:19:55%20GMT	https://banco.santander.cl/personas/widget_manager/dbd0c76f-3976-4791-8aaa-dbdce4a96c5b/39d6451cf39967eceb990cf8d51fb1b78cc08a79cb78187d576fdd48b6e8fd10.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/dbd0c76f-3976-4791-8aaa-dbdce4a96c5b/39d6451cf39967eceb990cf8d51fb1b78cc08a79cb78187d576fdd48b6e8fd10.css	(from https://banco.santander.cl/personas/tarjetas)
13:19:54	1348/1348	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:19:56%20GMT	https://banco.santander.cl/personas/widget_manager/474f763d-2d8a-4470-b6ae-5736e076203a/0442ab39da8be4d77e30a7d2d859c8b965a81eba59fbdf2c0e40d4103ba4ea57.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/474f763d-2d8a-4470-b6ae-5736e076203a/0442ab39da8be4d77e30a7d2d859c8b965a81eba59fbdf2c0e40d4103ba4ea57.css	(from https://banco.santander.cl/personas/tarjetas)
13:19:54	832/832	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:19:56%20GMT	https://banco.santander.cl/personas/widget_manager/27311343-90ad-41b6-82f6-a897edf77d6b/d726e1a0ae8283b512aa5eaaab60cb4bff8ec13c8e8106580967e5488a76a42e.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/27311343-90ad-41b6-82f6-a897edf77d6b/d726e1a0ae8283b512aa5eaaab60cb4bff8ec13c8e8106580967e5488a76a42e.css	(from https://banco.santander.cl/personas/tarjetas)
13:19:54	74/74	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:19:56%20GMT	https://banco.santander.cl/personas/widget_manager/9e421503-5c9c-4bef-a764-805dcac02fa9/2568e652706779579b354b235ff991ab85d8e8c866abe0ce0ac7fb6d8daf4ad4.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/9e421503-5c9c-4bef-a764-805dcac02fa9/2568e652706779579b354b235ff991ab85d8e8c866abe0ce0ac7fb6d8daf4ad4.css	(from https://banco.santander.cl/personas/tarjetas)
13:19:55	490/490	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:19:57%20GMT	https://banco.santander.cl/personas/widget_manager/5a894f43-eed4-4fe4-911c-2e8364517c8a/f1ae839adecd8dde13fc59b392fcf623e5562aab04d151c4f06e243329958094.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/5a894f43-eed4-4fe4-911c-2e8364517c8a/f1ae839adecd8dde13fc59b392fcf623e5562aab04d151c4f06e243329958094.css	(from https://banco.santander.cl/personas/tarjetas)
13:19:55	7102/7102	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:19:57%20GMT	https://banco.santander.cl/personas/widget_manager/1e8e7fa8-03fb-4813-b399-3c1c1eae7e7b/146cfe9a11c8f8fc4ad987d1605f3fabf3ec30b461f910147097cb4bb63356fd.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/1e8e7fa8-03fb-4813-b399-3c1c1eae7e7b/146cfe9a11c8f8fc4ad987d1605f3fabf3ec30b461f910147097cb4bb63356fd.css	(from https://banco.santander.cl/personas/planes)
13:19:55	16957/16957	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:19:57%20GMT	https://banco.santander.cl/personas/widget_manager/31cdd39a-8b80-4986-a4e1-48f9563b02ed/352063435a6c0a620e499214cab7905969bf7c07f04390c56fda766b7991025b.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/31cdd39a-8b80-4986-a4e1-48f9563b02ed/352063435a6c0a620e499214cab7905969bf7c07f04390c56fda766b7991025b.css	(from https://banco.santander.cl/personas/planes/cuenta-corriente-life)
13:19:56	771816/771816	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:58%20GMT	https://banco.santander.cl/uploads/000/012/390/270a4217-58ef-4c0b-a6e9-03604157ca76/original/tarjeta-debito-mastercard.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/012/390/270a4217-58ef-4c0b-a6e9-03604157ca76/original/tarjeta-debito-mastercard.png	(from https://banco.santander.cl/personas/tarjetas/debito/detalles/tarjeta-de-debito)
13:19:56	226308/226308	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202024%2016:19:58%20GMT	https://banco.santander.cl/uploads/000/020/310/29a0b065-0aa5-4501-93d3-90b0dd1ebf6d/original/bg-tarjetas-pulsera.jpg	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/020/310/29a0b065-0aa5-4501-93d3-90b0dd1ebf6d/original/bg-tarjetas-pulsera.jpg	(from https://banco.santander.cl/personas/tarjetas/debito/detalles/tarjeta-de-debito)
13:19:56	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:19:58%20GMT	https://banco.santander.cl/personas/tarjetas/debito/detalles/version/	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/tarjetas/debito/detalles/version/index.html	(from https://banco.santander.cl/personas/tarjetas/debito/detalles/tarjeta-de-debito)
13:19:56	160449/160449	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:58%20GMT	https://banco.santander.cl/uploads/000/020/279/038c0934-1261-44d5-b8f5-8daaaf85c196/original/pulserachip-comoda-2.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/020/279/038c0934-1261-44d5-b8f5-8daaaf85c196/original/pulserachip-comoda-2.png	(from https://banco.santander.cl/personas/tarjetas/debito/detalles/tarjeta-de-debito)
13:19:56	101/101	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:19:57%20GMT	https://banco.santander.cl/personas/planes/version/	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/planes/version/index.html	(from https://banco.santander.cl/personas/planes/cuenta-corriente-life)
13:19:56	39917/39917	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2016:19:58%20GMT	https://banco.santander.cl/personas/tarjetas/pulsera	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/tarjetas/pulsera.html	(from https://banco.santander.cl/personas/tarjetas/debito/detalles/tarjeta-de-debito)
13:19:57	101/101	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:19:59%20GMT	https://banco.santander.cl/personas/tarjetas/debito/detalles/www.visa.com/portalbeneficios	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/tarjetas/debito/detalles/www.visa.com/portalbeneficios	(from https://banco.santander.cl/personas/tarjetas/debito/detalles/tarjeta-de-debito)
13:19:57	37692/37692	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2016:19:59%20GMT	https://banco.santander.cl/tarifas-y-comisiones	C:/My%20Web%20Sites/Shantander/banco.santander.cl/tarifas-y-comisiones.html	(from https://banco.santander.cl/personas/tarjetas/debito/detalles/tarjeta-de-debito)
13:19:57	38110/38110	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Nov%202024%2016:19:59%20GMT	https://banco.santander.cl/sucursales-santander	C:/My%20Web%20Sites/Shantander/banco.santander.cl/sucursales-santander.html	(from https://banco.santander.cl/personas/tarjetas/debito/detalles/tarjeta-de-debito)
13:19:57	599/599	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:19:59%20GMT	https://banco.santander.cl/uploads/000/030/813/a3a483cf-9d73-4fe3-b452-715882120f55/original/qr_sitio_publico.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/030/813/a3a483cf-9d73-4fe3-b452-715882120f55/original/qr_sitio_publico.png	(from https://banco.santander.cl/personas/tarjetas/debito/detalles/tarjeta-de-debito)
13:19:58	17212/17212	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202024%2016:20:00%20GMT	https://banco.santander.cl/personas/widget_manager/157f3348-c8bf-4f25-838d-84fedd79e362/f5b056d337646f4359594ae245032135b593c22b22b4464647e861db748e84f6.css	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/widget_manager/157f3348-c8bf-4f25-838d-84fedd79e362/f5b056d337646f4359594ae245032135b593c22b22b4464647e861db748e84f6.css	(from https://banco.santander.cl/personas/productos-santander/cuenta-corriente-moneda-extranjera)
13:19:58	453884/453884	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:00%20GMT	https://banco.santander.cl/uploads/000/024/086/1e9a3e36-d3bf-43e3-a752-723295ba3b87/original/camisetas-banner-f.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/024/086/1e9a3e36-d3bf-43e3-a752-723295ba3b87/original/camisetas-banner-f.png	(from https://banco.santander.cl/personas/inversiones/detalles/fondos-mutuos)
13:19:58	16848/16848	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:00%20GMT	https://banco.santander.cl/uploads/000/019/867/51f8d7db-8700-4460-a6a4-37e424cc1b6e/original/bg-life.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/019/867/51f8d7db-8700-4460-a6a4-37e424cc1b6e/original/bg-life.png	(from https://banco.santander.cl/personas/inversiones/detalles/fondos-mutuos)
13:19:58	101/101	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:20:00%20GMT	https://banco.santander.cl/personas/productos-santander/version/	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/productos-santander/version/index.html	(from https://banco.santander.cl/personas/productos-santander/cuenta-corriente-moneda-extranjera)
13:19:59	191941/191941	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:01%20GMT	https://banco.santander.cl/uploads/000/019/866/4da17be7-b8bd-4b8b-8ee5-507525a12685/original/celular-life.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/019/866/4da17be7-b8bd-4b8b-8ee5-507525a12685/original/celular-life.png	(from https://banco.santander.cl/personas/inversiones/detalles/fondos-mutuos)
13:19:59	24436/24436	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:01%20GMT	https://banco.santander.cl/uploads/000/016/784/f564ff1b-0a14-46bb-9145-ea540fe17192/original/cta-cte-life-logo.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/016/784/f564ff1b-0a14-46bb-9145-ea540fe17192/original/cta-cte-life-logo.png	(from https://banco.santander.cl/personas/inversiones/detalles/fondos-mutuos)
13:19:59	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:20:01%20GMT	https://banco.santander.cl/personas/inversiones/detalles/version/	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/inversiones/detalles/version/index.html	(from https://banco.santander.cl/personas/inversiones/detalles/fondos-mutuos)
13:19:59	33871/33871	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:01%20GMT	https://banco.santander.cl/uploads/000/019/868/df76a41d-8c5e-459b-b703-12e583a89201/original/logo-cta-cte-life-desk.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/019/868/df76a41d-8c5e-459b-b703-12e583a89201/original/logo-cta-cte-life-desk.png	(from https://banco.santander.cl/personas/inversiones/detalles/fondos-mutuos)
13:20:00	60323/60323	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202024%2016:20:01%20GMT	https://banco.santander.cl/uploads/000/032/783/bab5e55c-5580-4a1c-a8dd-162e8faed015/original/imagen_podcast_2_-_copia.jpg	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/032/783/bab5e55c-5580-4a1c-a8dd-162e8faed015/original/imagen_podcast_2_-_copia.jpg	(from https://banco.santander.cl/personas/inversiones/detalles/depositos-a-plazo)
13:20:00	12151/12151	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:02%20GMT	https://banco.santander.cl/uploads/000/006/703/eba5c60e-7408-4240-9f2c-e4ef0b4ed163/original/01-automovil.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/006/703/eba5c60e-7408-4240-9f2c-e4ef0b4ed163/original/01-automovil.png	(from https://banco.santander.cl/personas/seguros/automotriz/detalles/seguro-soap)
13:20:00	5449949/5449949	---M--	200	added ('OK')	audio/mpeg	date:Sat,%2030%20Nov%202024%2016:20:02%20GMT	https://banco.santander.cl/uploads/000/032/781/016f4c1b-4fe0-4c59-9f4f-403f734cf3af/original/Asset_Management_Podcast_56.mp3	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/032/781/016f4c1b-4fe0-4c59-9f4f-403f734cf3af/original/Asset_Management_Podcast_56.mp3	(from https://banco.santander.cl/personas/inversiones/detalles/depositos-a-plazo)
13:20:00	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2030%20Nov%202024%2016:20:02%20GMT	https://banco.santander.cl/personas/seguros/automotriz/detalles/version/	C:/My%20Web%20Sites/Shantander/banco.santander.cl/personas/seguros/automotriz/detalles/version/index.html	(from https://banco.santander.cl/personas/seguros/automotriz/detalles/seguro-soap)
13:20:00	8629/8629	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:02%20GMT	https://banco.santander.cl/uploads/000/006/705/a0279dbf-6980-4d56-889b-55bc012dce91/original/02-camioneta.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/006/705/a0279dbf-6980-4d56-889b-55bc012dce91/original/02-camioneta.png	(from https://banco.santander.cl/personas/seguros/automotriz/detalles/seguro-soap)
13:20:01	13737/13737	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:03%20GMT	https://banco.santander.cl/uploads/000/006/707/3ccae076-67a5-406a-a6c0-eec7936d7ab1/original/03-motocicleta.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/006/707/3ccae076-67a5-406a-a6c0-eec7936d7ab1/original/03-motocicleta.png	(from https://banco.santander.cl/personas/seguros/automotriz/detalles/seguro-soap)
13:20:01	8374/8374	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:03%20GMT	https://banco.santander.cl/uploads/000/006/704/090f0ce5-3c27-49e6-b357-65d41909bbda/original/04-carro.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/006/704/090f0ce5-3c27-49e6-b357-65d41909bbda/original/04-carro.png	(from https://banco.santander.cl/personas/seguros/automotriz/detalles/seguro-soap)
13:20:01	7283/7283	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202024%2016:20:03%20GMT	https://banco.santander.cl/uploads/000/006/706/2ba670d8-761a-4690-b8b6-d75b3b240602/original/05-minibus.png	C:/My%20Web%20Sites/Shantander/banco.santander.cl/uploads/000/006/706/2ba670d8-761a-4690-b8b6-d75b3b240602/original/05-minibus.png	(from https://banco.santander.cl/personas/seguros/automotriz/detalles/seguro-soap)
